N-samples,CNAME,e1_all_unsatgl_rm,e2_all_unsatgl_rm
2535,CARVER H S FOR,44,41
2536,EISENHOWER H S,62,57
2537,VICTORY EARLY C,2,2
2538,DAVIS H S ALDIN,82,55
2539,HALL CENTER FOR,88,84
2543,HASTINGS H S,58,52
2544,ELSIK H S,53,55
2545,TAYLOR H S,57,54
2546,TAYLOR H S,57,14
2547,TAYLOR H S,57,40
2548,TAYLOR H S,15,54
2549,TAYLOR H S,15,14
2550,TAYLOR H S,15,40
2551,TAYLOR H S,44,54
2552,TAYLOR H S,44,14
2553,TAYLOR H S,44,40
2554,KERR H S,2,2
2555,ALIEF EARLY COL,2,3
2556,CHANNELVIEW H S,43,41
2557,ENDEAVOR HS-JOE,81,83
2558,CROSBY H S,45,48
2559,CROSBY CROSSROA,100,100
2560,CY-FAIR HIGH SC,18,22
2561,JERSEY VILLAGE,29,31
2562,CYPRESS CREEK H,31,29
2563,LANGHAM CREEK H,23,22
2564,CYPRESS FALLS H,29,28
2565,CYPRESS SPRINGS,35,33
2566,CYPRESS RIDGE H,36,33
2567,CYPRESS WOODS H,13,11
2568,CYPRESS RANCH H,9,10
2569,CYPRESS LAKES H,33,33
2570,DEER PARK HS,32,30
2571,GALENA PARK H S,45,47
2572,NORTH SHORE SEN,41,44
2573,STERLING H S,46,44
2574,STERLING H S,46,71
2575,STERLING H S,69,44
2576,STERLING H S,69,71
2577,PETER E HYLAND,86,81
2578,GOOSE CREEK MEM,46,39
2579,IMPACT EARLY CO,1,10
2580,BELLAIRE H S,37,31
2581,NORTHSIDE H S,62,63
2582,FURR H S,58,61
2583,JONES FUTURES A,31,20
2584,KASHMERE H S,78,69
2585,LAMAR H S,28,29
2586,LAMAR H S,28,46
2587,LAMAR H S,51,29
2588,LAMAR H S,51,46
2589,WISDOM H S,83,81
2590,MILBY H S,58,59
2591,HEIGHTS H S,37,39
2592,COMMUNITY SERVI,93,100
2593,WALTRIP H S,51,48
2594,WASHINGTON B T,69,70
2595,WESTBURY H S,67,65
2596,WHEATLEY H S,71,68
2597,WORTHING H S,78,76
2598,YATES H S,74,67
2599,SHARPSTOWN H S,74,72
2600,SCARBOROUGH H S,62,60
2601,PERFOR & VIS AR,1,1
2602,DEBAKEY H S FOR,0,0
2603,CHAVEZ H S,52,54
2604,JORDAN H S,67,100
2605,H S FOR LAW AND,15,7
2606,WESTSIDE H S,31,27
2607,LONG ACADEMY,13,16
2608,SHARPSTOWN INTE,8,9
2610,TEXAS CONNECTIO,34,28
2611,EASTWOOD ACADEM,0,4
2612,NORTH HOUSTON E,3,6
2613,HOUSTON MATH SC,73,67
2614,MOUNT CARMEL AC,25,16
2615,ENERGIZED FOR S,44,33
2616,ENERGIZED FOR S,44,19
2617,ENERGIZED FOR S,0,33
2618,ENERGIZED FOR S,0,19
2619,ENERGIZED FOR S,43,33
2620,ENERGIZED FOR S,43,19
2621,CARNEGIE VANGUA,0,0
2622,CHALLENGE EARLY,1,1
2623,EAST EARLY COLL,1,2
2624,HOUSTON ACADEMY,5,5
2625,REACH CHARTER,95,94
2626,MICKEY LELAND C,8,6
2627,ADVANCED VIRTUA,88,97
2628,YOUNG WOMEN'S C,3,6
2629,ENERGY INSTITUT,19,18
2630,NORTH FOREST H,78,83
2631,MIDDLE COLLEGE,89,86
2632,MIDDLE COLLEGE,89,38
2633,MIDDLE COLLEGE,44,86
2634,MIDDLE COLLEGE,44,38
2635,SOUTH EARLY COL,23,17
2636,VICTORY PREPARA,52,47
2637,VICTORY PREPARA,52,70
2638,VICTORY PREPARA,66,47
2639,VICTORY PREPARA,66,70
2640,HUMBLE H S,51,51
2641,KINGWOOD H S,11,9
2642,QUEST EARLY COL,4,3
2643,ATASCOCITA H S,27,28
2644,KINGWOOD PARK H,18,15
2645,SUMMER CREEK H,41,41
2646,KATY H S,17,21
2647,MAYDE CREEK H S,28,30
2648,CINCO RANCH H S,11,11
2649,MORTON RANCH H,38,33
2650,SEVEN LAKES H S,6,6
2651,RAINES H S,64,53
2652,TOMPKINS H S,7,8
2653,KLEIN H S,26,21
2654,KLEIN FOREST H,49,47
2655,KLEIN OAK H S,24,24
2656,KLEIN COLLINS H,28,23
2657,LA PORTE H S,41,35
2658,VIOLA DEWALT H,78,52
2659,PASADENA HIGH S,50,51
2660,SAM RAYBURN H S,58,54
2661,SOUTH HOUSTON H,57,52
2662,DOBIE H S,44,40
2663,PASADENA MEMORI,41,38
2664,SPRING H S,60,49
2665,WESTFIELD H S,69,61
2666,ANDY DEKANEY H,79,70
2667,CARL WUNSCHE SR,39,23
2668,SPRING EARLY CO,4,5
2669,SPRING WOODS H,59,54
2670,NORTHBROOK H S,62,59
2671,STRATFORD H S,30,26
2672,STRATFORD H S,30,38
2673,STRATFORD H S,34,26
2674,STRATFORD H S,34,38
2675,WESTCHESTER ACA,15,9
2676,ACADEMY OF CHOI,66,78
2677,TOMBALL H S,21,24
2678,TOMBALL MEMORIA,11,15
2679,C E KING H S,55,53
2680,KASE ACADEMY,78,46
2681,HARGRAVE H S,30,25
2682,WASKOM H S,56,51
2683,HALLSVILLE H S,25,24
2684,HARLETON H S,21,22
2685,ELYSIAN FIELDS,24,24
2686,CHANNING SCHOOL,78,33
2687,HARTLEY SCHOOL,33,7
2688,HASKELL H S,32,37
2689,RULE SCHOOL,27,13
2690,PAINT CREEK SCH,22,33
2691,KATHERINE ANNE,59,45
2692,KI CHARTER ACAD,76,86
2693,SAN MARCOS H S,49,49
2694,DRIPPING SPRING,10,15
2695,WIMBERLEY H S,22,20
2696,JACK C HAYS H S,34,27
2698,LIVE OAK ACADEM,73,53
2699,LEHMAN H S,50,43
2700,CANADIAN H S,21,27
2701,ATHENS H S,34,46
2702,BROWNSBORO H S,32,31
2703,CROSS ROADS H S,17,27
2704,EUSTACE H S,29,15
2705,MALAKOFF H S,41,46
2706,TRINIDAD SCHOOL,56,33
2707,LAPOYNOR H S,23,31
2708,MIDVALLEY ACADE,87,80
2709,MIDVALLEY ACADE,87,75
2710,MIDVALLEY ACADE,87,81
2711,MIDVALLEY ACADE,87,80
2712,MIDVALLEY ACADE,87,75
2713,MIDVALLEY ACADE,87,81
2714,MIDVALLEY ACADE,86,80
2715,MIDVALLEY ACADE,86,75
2716,MIDVALLEY ACADE,86,81
2717,IDEA COLLEGE PR,31,17
2718,IDEA COLLEGE PR,31,21
2719,IDEA COLLEGE PR,31,15
2720,IDEA COLLEGE PR,31,16
2721,IDEA COLLEGE PR,31,24
2722,IDEA COLLEGE PR,31,10
2723,IDEA COLLEGE PR,31,26
2724,IDEA COLLEGE PR,25,17
2725,IDEA COLLEGE PR,25,21
2726,IDEA COLLEGE PR,25,15
2727,IDEA COLLEGE PR,25,16
2728,IDEA COLLEGE PR,25,24
2729,IDEA COLLEGE PR,25,10
2730,IDEA COLLEGE PR,25,26
2731,IDEA COLLEGE PR,24,17
2732,IDEA COLLEGE PR,24,21
2733,IDEA COLLEGE PR,24,15
2734,IDEA COLLEGE PR,24,16
2735,IDEA COLLEGE PR,24,24
2736,IDEA COLLEGE PR,24,10
2737,IDEA COLLEGE PR,24,26
2738,IDEA COLLEGE PR,31,17
2739,IDEA COLLEGE PR,31,21
2740,IDEA COLLEGE PR,31,15
2741,IDEA COLLEGE PR,31,16
2742,IDEA COLLEGE PR,31,24
2743,IDEA COLLEGE PR,31,10
2744,IDEA COLLEGE PR,31,26
2745,IDEA COLLEGE PR,29,17
2746,IDEA COLLEGE PR,29,21
2747,IDEA COLLEGE PR,29,15
2748,IDEA COLLEGE PR,29,16
2749,IDEA COLLEGE PR,29,24
2750,IDEA COLLEGE PR,29,10
2751,IDEA COLLEGE PR,29,26
2752,IDEA COLLEGE PR,24,17
2753,IDEA COLLEGE PR,24,21
2754,IDEA COLLEGE PR,24,15
2755,IDEA COLLEGE PR,24,16
2756,IDEA COLLEGE PR,24,24
2757,IDEA COLLEGE PR,24,10
2758,IDEA COLLEGE PR,24,26
2759,IDEA COLLEGE PR,30,17
2760,IDEA COLLEGE PR,30,21
2761,IDEA COLLEGE PR,30,15
2762,IDEA COLLEGE PR,30,16
2763,IDEA COLLEGE PR,30,24
2764,IDEA COLLEGE PR,30,10
2765,IDEA COLLEGE PR,30,26
2766,IDEA QUEST COLL,16,5
2767,IDEA FRONTIER C,17,7
2768,IDEA EDINBURG C,23,14
2769,IDEA MCALLEN CO,8,4
2770,IDEA BROWNSVILL,16,15
2771,IDEA TOROS COLL,47,24
2772,IDEA CARVER COL,18,20
2773,IDEA ALLAN COLL,29,20
2774,VANGUARD REMBRA,16,15
2775,DONNA H S,57,57
2776,3D ACADEMY,90,94
2777,DONNA NORTH H S,63,61
2778,EDCOUCH-ELSA H,52,49
2779,EDCOUCH-ELSA H,52,86
2780,EDCOUCH-ELSA H,87,49
2781,EDCOUCH-ELSA H,87,86
2782,EDINBURG H S,55,42
2783,ECONOMEDES H S,64,48
2784,EDINBURG NORTH,57,40
2785,ROBERT R VELA H,43,28
2786,HIDALGO EARLY C,58,65
2787,HIDALGO ACADEMY,78,86
2788,MCALLEN H S,42,37
2789,ROWE H S,46,44
2790,LAMAR ACADEMY,31,39
2791,ACHIEVE EARLY C,8,4
2792,MERCEDES H S,59,52
2793,MERCEDES ACADEM,88,89
2795,MERCEDES EARLY,9,7
2796,MISSION H S,64,52
2797,MISSION COLLEGI,9,11
2798,PSJA EARLY COLL,53,55
2799,PSJA MEMORIAL E,55,49
2800,PSJA NORTH EARL,54,49
2801,PSJA SONIA M SO,61,65
2802,ELVIS J BALLEW,90,96
2803,PSJA SOUTHWEST,69,61
2804,PSJA THOMAS JEF,17,15
2806,PROGRESO H S,61,63
2807,SHARYLAND H S,20,37
2811,HIDALGO COUNTY,81,100
2812,SHARYLAND PIONE,31,41
2813,SHARYLAND ADVAN,9,10
2814,LA JOYA H S,64,56
2815,JUAREZ-LINCOLN,73,70
2816,LA JOYA PALMVIE,63,63
2817,JIMMY CARTER EA,8,7
2818,THELMA ROSA SAL,16,12
2819,WESLACO H S,58,39
2820,SOUTH PALM GARD,67,67
2821,WESLACO EAST H,62,45
2822,HORTON DISCIPLI,88,93
2823,WESLACO 21ST CE,45,49
2824,LA VILLA EARLY,59,59
2825,MONTE ALTO H S,71,60
2826,VALLEY VIEW EAR,32,5
2827,ABBOTT SCHOOL,29,22
2828,BYNUM SCHOOL,30,31
2829,COVINGTON SCHOO,40,28
2830,HILLSBORO H S,49,33
2832,HUBBARD H S,48,46
2833,ITASCA H S,28,28
2834,MOUNT CALM H S,45,43
2835,WHITNEY H S,35,38
2836,AQUILLA SCHOOL,22,19
2837,BLUM H S,33,38
2838,PENELOPE SCHOOL,63,36
2839,ANTON SCHOOL,65,48
2840,LEVELLAND H S,37,38
2841,ROPES SCHOOL,27,20
2842,SMYER H S,35,27
2843,SUNDOWN H S,6,4
2845,WHITHARRAL SCHO,23,0
2846,GRANBURY H S,47,30
2848,LIPAN H S,29,10
2849,TOLAR H S,21,26
2850,SULPHUR SPRINGS,37,34
2851,CUMBY H S,52,29
2852,NORTH HOPKINS H,41,32
2853,MILLER GROVE SC,33,32
2854,COMO-PICKTON SC,30,30
2855,SALTILLO SCHOOL,28,12
2856,SULPHUR BLUFF I,43,44
2857,CROCKETT H S,47,44
2858,CROCKETT H S,47,45
2859,CROCKETT H S,51,44
2860,CROCKETT H S,51,45
2861,PINEYWOODS AEC,83,92
2863,GRAPELAND H S,51,20
2864,LOVELADY J H H,18,26
2865,LATEXO H S,26,31
2866,KENNARD H S,44,19
2867,BIG SPRING H S,63,56
2869,COAHOMA H S,40,42
2870,FORSAN H S,18,6
2871,FORT HANCOCK H,51,54
2872,SIERRA BLANCA S,40,15
2873,DELL CITY SCHOO,91,60
2874,CADDO MILLS H S,22,24
2875,CELESTE H S,41,30
2876,COMMERCE H S,42,46
2877,NEW HORIZONS LE,74,64
2878,GREENVILLE H S,44,35
2879,LONE OAK H S,36,24
2880,WH FORD H S,59,57
2881,WOLFE CITY H S,28,14
2882,CAMPBELL H S,46,48
2883,BLAND H S,33,37
2884,BOLES H S,28,28
2885,BORGER H S,42,40
2886,SANFORD-FRITCH,37,32
2887,WEST TEXAS H S,41,44
2888,IRION H S,25,7
2889,BRYSON SCHOOL,48,48
2890,JACKSBORO H S,36,42
2891,PERRIN H S,26,28
2892,EDNA H S,46,48
2894,GANADO H S,58,40
2895,INDUSTRIAL H S,21,16
2896,BROOKELAND H S,11,16
2897,BUNA H S,44,33
2898,KIRBYVILLE H S,36,37
2899,EVADALE H S,18,45
2900,FT DAVIS SCHOOL,43,67
2901,TEKOA ACADEMY O,52,39
2902,BOB HOPE SCHOOL,28,33
2903,NEDERLAND H S,24,29
2906,PORT NECHES-GRO,27,32
2907,CENTRAL SENIOR,69,62
2908,OZEN H S,62,53
2910,WEST BROOK SR H,42,36
2911,PAUL A BROWN AL,73,80
2912,SABINE PASS SCH,13,5
2913,HAMSHIRE-FANNET,29,24
2914,HEBBRONVILLE EA,50,42
2915,ALICE H S,57,53
2916,BEN BOLT-PAL BL,56,46
2917,ORANGE GROVE H,38,32
2918,PREMONT H S,52,65
2919,KAUFFMAN LEADER,50,60
2920,ALVARADO H S,40,37
2921,BURLESON H S,29,28
2923,BURLESON CENTEN,28,26
2925,CLEBURNE H S,50,48
2926,TEAM SCH,86,71
2927,GRANDVIEW H S,26,14
2928,JOSHUA H S,87,31
2929,NEW HORIZON H S,44,50
2931,KEENE H S,28,41
2932,RIO VISTA H S,36,33
2933,VENUS H S,38,43
2934,GODLEY H S,43,39
2935,ANSON H S,38,38
2936,HAMLIN H S,67,44
2937,HAWLEY H S,30,27
2938,LUEDERS-AVOCA H,69,42
2939,STAMFORD H S,34,48
2940,KARNES CITY H S,36,37
2941,KENEDY H S,72,71
2942,RUNGE H S,47,34
2943,FALLS CITY H S,7,4
2944,CRANDALL H S,33,36
2945,CRANDALL COMPAS,88,92
2946,FORNEY H S,19,16
2947,NORTH FORNEY H,23,22
2948,KAUFMAN H S,47,42
2949,GARY W CAMPBELL,50,36
2950,KEMP H S,52,35
2951,MABANK H S,30,35
2952,TERRELL H S,47,39
2954,TISD CHILD & AD,88,71
2955,SCURRY-ROSSER H,36,29
2956,MEADOWLAND CHAR,71,80
2957,BOERNE H S,17,16
2958,BOERNE - SAMUEL,13,10
2959,COMFORT H S,41,42
2960,JAYTON SCHOOLS,11,0
2961,CENTER POINT H,35,26
2962,TIVY H S,31,26
2963,HILL COUNTRY H,83,50
2965,INGRAM TOM MOOR,48,35
2966,JUNCTION H S,43,42
2967,GUTHRIE SCHOOL,22,11
2968,BRACKETT H S,10,16
2969,H M KING H S,59,59
2971,KAUFER H S,41,34
2972,SANTA GERTRUDIS,19,13
2973,KNOX CITY H S,52,38
2974,MUNDAY SECONDAR,38,38
2975,BENJAMIN SCHOOL,50,14
2976,CHISUM H S,28,38
2977,ROXTON ISD,9,44
2978,PARIS H S,48,41
2979,TRAVIS H S OF C,80,56
2980,NORTH LAMAR H S,39,32
2981,PRAIRILAND H S,36,28
2982,AMHERST SCHOOL,38,33
2983,LITTLEFIELD H S,52,45
2984,OLTON H S,36,40
2985,SPRINGLAKE-EART,61,50
2986,SUDAN H S,18,33
2988,LAMPASAS H S,29,25
2989,LOMETA SCHOOL,54,48
2990,COTULLA H S,58,52
2991,HALLETTSVILLE H,22,23
2992,MOULTON H S,12,13
2993,SHINER H S,18,8
2994,GIDDINGS H S,35,30
2995,LEXINGTON H S,26,21
2996,DIME BOX SCHOOL,63,52
2997,BUFFALO H S,41,36
2998,CENTERVILLE JR-,34,25
2999,NORMANGEE H S,35,38
3000,OAKWOOD H S,36,43
3001,LEON H S,33,46
3002,CLEVELAND H S,59,53
3003,FREDERICK A DOU,85,79
3004,DAYTON H S,45,45
3006,HARDIN H S,37,40
3007,HULL-DAISETTA H,42,54
3008,TARKINGTON H S,27,33
3009,COOLIDGE H S,55,42
3010,GROESBECK H S,42,48
3011,MEXIA H S,38,46
3013,BOOKER JH/H S,31,38
3014,FOLLETT SCHOOL,25,13
3015,HIGGINS SCHOOL,40,43
3016,DARROUZETT SCHO,38,60
3017,GEORGE WEST H S,30,33
3018,THREE RIVERS JR,51,40
3019,LLANO H S,41,29
3020,TEXAS TECH H S,0,8
3021,SOUTH PLAINS AC,79,76
3022,MATTHEWS LEARNI,76,78
3023,LUBBOCK CO JUVE,89,79
3024,ESTACADO H S,73,75
3025,LUBBOCK H S,37,31
3026,MONTEREY H S,47,45
3027,TALKINGTON SCHO,0,2
3028,NEW DEAL H S,38,34
3029,SLATON H S,45,48
3030,LUBBOCK-COOPER,19,19
3036,FRENSHIP H S,29,23
3037,REESE EDUCATION,92,40
3038,SHALLOWATER H S,31,16
3039,IDALOU H S,20,19
3040,O'DONNELL SCHOO,55,32
3041,TAHOKA H S,53,36
3042,NEW HOME SCHOOL,23,28
3043,WILSON SCHOOL,71,73
3044,MADISONVILLE H,34,37
3045,NORTH ZULCH ELE,60,44
3046,STANTON H S,47,33
3047,GRADY SCHOOL,22,14
3048,MASON H S,21,15
3049,BAY CITY H S,65,57
3050,TIDEHAVEN H S,33,36
3051,PALACIOS H S,37,36
3052,VAN VLECK H S,44,52
3053,EAGLE PASS HIGH,34,32
3054,C C WINN HIGH S,43,43
3055,BRADY H S,43,39
3056,ROCHELLE SCHOOL,38,40
3057,LOHN SCHOOL,71,80
3058,PAUL AND JANE M,29,12
3059,CRAWFORD H S,10,5
3060,MIDWAY H S,22,18
3061,LA VEGA H S,63,57
3066,LORENA HIGH,19,18
3067,MART H S,44,44
3068,MCGREGOR H S,42,34
3069,MOODY H S,44,44
3070,MOODY H S,44,54
3071,MOODY H S,52,44
3072,MOODY H S,52,54
3073,RIESEL SCHOOL,42,36
3074,WACO H S,59,58
3075,UNIVERSITY H S,59,50
3081,WEST H S,26,25
3082,WEST BROOKHAVEN,86,55
3083,AXTELL H S,36,24
3084,WACO CTR FOR YO,63,77
3085,BRUCEVILLE-EDDY,35,34
3087,CHINA SPRING H,17,23
3089,CONNALLY HIGH S,47,44
3090,ROBINSON H S,34,26
3091,BOSQUEVILLE H S,26,26
3092,GHOLSON SCHOOL,56,33
3093,MCMULLEN COUNTY,20,12
3094,DEVINE H S,40,36
3095,D'HANIS SCHOOL,45,32
3096,NATALIA H S,40,45
3097,HONDO H S,47,43
3098,MEDINA VALLEY H,32,26
3099,MENARD H S,46,34
3100,MIDLAND H S,90,49
3101,VIOLA M COLEMAN,81,82
3103,GREENWOOD H S,36,30
3104,CAMERON YOE H S,44,41
3105,MILANO H S,52,42
3106,ROCKDALE H S,43,41
3107,THORNDALE H S,38,40
3108,BUCKHOLTS SCHOO,25,67
3109,GOLDTHWAITE H S,29,26
3110,MULLIN H S,82,33
3111,MULLIN OAKS,84,90
3112,PECAN RIDGE H S,85,92
3113,PRIDDY SCHOOL,22,40
3114,COLORADO H S,34,34
3115,WALLACE ACCELER,100,67
3116,WALLACE ACCELER,100,67
3117,WALLACE ACCELER,93,67
3118,WALLACE ACCELER,93,67
3119,LORAINE SCHOOL,50,44
3120,WESTBROOK SCHOO,24,27
3121,NOCONA H S,28,25
3122,GOLD BURG SCHOO,30,19
3123,PRAIRIE VALLEY,33,0
3124,FORESTBURG SCHO,46,16
3125,SAINT JO H S,14,26
3126,CONROE H S,42,41
3127,HAUKE ALTER ED,75,84
3128,THE WOODLANDS H,8,8
3129,OAK RIDGE H S,21,22
3130,CANEY CREEK H S,50,49
3131,COLLEGE PARK H,16,18
3132,MONTGOMERY H S,18,20
3133,WILLIS H S,44,39
3134,MAGNOLIA H S,30,26
3135,MAGNOLIA WEST H,41,35
3136,ALPHA,75,62
3137,SPLENDORA H S,48,50
3138,NEW CANEY H S,55,53
3139,PORTER H S,50,46
3140,INFINITY EARLY,16,7
3141,DUMAS H S,51,56
3142,NORTH PLAINS OP,57,92
3143,SUNRAY H S,39,37
3144,DAINGERFIELD H,36,40
3145,PEWITT H S,29,32
3146,MOTLEY COUNTY S,50,38
3147,CHIRENO H S,33,15
3148,CUSHING SCHOOL,35,29
3149,GARRISON H S,37,35
3150,NACOGDOCHES H S,53,50
3151,MALCOLM RECTOR,74,97
3152,WODEN H S,17,23
3153,CENTRAL HEIGHTS,34,22
3154,MARTINSVILLE SC,34,31
3155,DOUGLASS SCHOOL,18,39
3156,BLOOMING GROVE,29,23
3158,CORSICANA H IGH,48,46
3159,DAWSON H S,38,41
3160,FROST H S,46,33
3161,KERENS SCHOOL,47,48
3162,MILDRED H S,37,28
3163,BURKEVILLE H S,52,59
3164,NEWTON H S,48,52
3165,DEWEYVILLE H S,48,39
3166,ROSCOE COLLEGIA,23,15
3167,SWEETWATER H S,52,35
3168,BLACKWELL SCHOO,15,27
3169,HIGHLAND SCHOOL,11,0
3170,DR M L GARZA-GO,50,43
3171,AGUA DULCE H S,47,53
3172,BISHOP H S,47,36
3173,CALALLEN H S,26,26
3174,CARROLL H S,53,49
3175,CARROLL H S,53,4
3176,CARROLL H S,3,49
3177,CARROLL H S,3,4
3178,KING H S,50,44
3179,ROY MILLER H S,63,59
3180,RAY H S,50,41
3181,COLLEGIATE H S,6,21
3182,COLES H S AND E,81,74
3183,HAROLD T BRANCH,27,29
3185,LONDON H S,9,12
3186,PORT ARANSAS H,10,9
3187,ROBSTOWN H S,64,60
3188,SALAZAR CROSSRO,100,67
3189,TULOSO-MIDWAY H,29,30
3190,TULOSO-MIDWAY A,75,58
3191,BANQUETE H S,33,28
3192,FLOUR BLUFF H S,29,27
3194,WEST OSO H S,63,55
3195,PERRYTON H S,38,29
3196,TOP OF TEXAS AC,100,79
3197,BOYS RANCH H S,57,41
3199,VEGA H S,20,29
3200,ADRIAN SCHOOL,38,50
3201,BRIDGE CITY H S,25,22
3202,ORANGEFIELD H S,31,22
3203,WEST ORANGE-STA,63,59
3204,VIDOR H S,42,40
3205,AIM CENTER H S,80,64
3206,LIT CYPR-MRCEVI,41,37
3207,GORDON SCHOOL,39,31
3208,GRAFORD H S,38,45
3209,MINERAL WELLS H,56,49
3210,MINERAL WELLS A,71,79
3211,SANTO H S,27,36
3212,STRAWN SCHOOL,33,15
3214,TEXAS EARLY COL,42,7
3215,PANOLA EARLY CO,33,15
3216,BECKVILLE JR-SR,28,25
3217,CARTHAGE H S,33,30
3218,GARY SCHOOL,19,32
3219,CROSSTIMBERS AC,73,59
3220,POOLVILLE H S,43,41
3221,SPRINGTOWN H S,41,41
3222,WEATHERFORD H S,35,34
3223,MILLSAP H S,37,38
3224,ALEDO H S,71,12
3226,PEASTER H S,32,27
3227,BROCK H S,13,11
3228,BOVINA H S,42,29
3229,FARWELL H S,19,27
3230,FRIONA H S,42,45
3231,LAZBUDDIE SCHOO,55,46
3232,BUENA VISTA SCH,50,36
3233,FORT STOCKTON H,50,43
3234,IRAAN H S,31,19
3235,BIG SANDY SCHOO,45,35
3236,GOODRICH H S,43,79
3238,CORRIGAN-CAMDEN,46,51
3240,LEGGETT H S,17,63
3241,LIVINGSTON H S,51,50
3242,LIVINGSTON H S,51,68
3243,LIVINGSTON H S,91,50
3244,LIVINGSTON H S,91,68
3245,ONALASKA JR/SR,36,35
3246,AMARILLO H S,24,24
3247,CAPROCK H S,45,46
3248,PALO DURO H S,63,57
3249,TASCOSA H S,42,39
3250,NORTH HEIGHTS A,69,78
3251,RIVER ROAD H S,44,45
3252,BUSHLAND H S,24,14
3253,MARFA SCHOOLS,67,53
3254,PRESIDIO H S,62,52
3255,RAINS H S,31,33
3256,RANDALL H S,30,29
3257,YOUTH CTR OF HI,71,36
3258,MIDWAY ALTERNAT,75,83
3259,REAGAN COUNTY H,68,62
3260,BIG SPRINGS CHA,82,56
3261,HILL COUNTRY YO,56,56
3262,LEAKEY SCHOOL,45,32
3263,AVERY H S,22,13
3264,RIVERCREST H S,22,25
3265,CLARKSVILLE MID,43,40
3266,DETROIT H S,46,34
3267,PECOS H S,56,49
3268,BALMORHEA SCHOO,18,6
3269,AUSTWELL-TIVOLI,10,27
3270,WOODSBORO H S,52,51
3271,REFUGIO H S,49,44
3272,MIAMI SCHOOL,6,25
3273,BREMOND H S,34,35
3274,CALVERT SCHOOL,58,76
3275,HEARNE H S,65,60
3276,MUMFORD H S,7,14
3277,ROCKWALL H S,15,14
3278,ROCKWALL QUEST,80,52
3279,ROCKWALL-HEATH,22,14
3280,ROYSE CITY H S,40,45
3282,BALLINGER H S,48,43
3295,MILES H S,36,25
3296,WINTERS H S,33,45
3297,HENDERSON H S,32,40
3298,LANEVILLE SCHOO,48,50
3299,LEVERETTS CHAPE,29,8
3300,MT ENTERPRISE H,47,48
3301,OVERTON H S,41,42
3302,TATUM H S,22,28
3303,CARLISLE SCHOOL,37,58
3304,WEST RUSK H S,45,42
3305,HEMPHILL H S,46,40
3306,WEST SABINE H S,45,42
3307,SAN AUGUSTINE H,66,52
3308,BROADDUS H S,51,58
3309,COLDSPRING-OAKH,59,53
3310,SHEPHERD H S,55,49
3311,ARANSAS PASS H,49,61
3312,GREGORY-PORTLAN,35,35
3314,INGLESIDE H S,39,39
3315,MATHIS H S,57,36
3316,ODEM H S,50,50
3317,SINTON H S,56,56
3318,SAN SABA H S,40,33
3319,RICHLAND SPRING,31,50
3320,CHEROKEE SCHOOL,50,38
3321,ELDORADO H S,53,37
3322,HERMLEIGH SCHOO,65,54
3323,SNYDER H S,61,58
3324,IRA SCHOOL,17,13
3325,ALBANY JR-SR H,13,36
3326,MORAN SCHOOL,67,62
3327,CENTER H S,51,47
3328,JOAQUIN H S,33,44
3329,SHELBYVILLE SCH,43,33
3330,TENAHA SCHOOLS,46,60
3331,TIMPSON H S,29,42
3332,CUMBERLAND H S,28,23
3333,UT TYLER INNOVA,21,15
3334,UT TYLER INNOVA,21,14
3335,UT TYLER INNOVA,21,5
3336,UT TYLER INNOVA,12,15
3337,UT TYLER INNOVA,12,14
3338,UT TYLER INNOVA,12,5
3339,UT TYLER INNOVA,5,15
3340,UT TYLER INNOVA,5,14
3341,UT TYLER INNOVA,5,5
3342,ARP H S,32,33
3343,BULLARD H S,23,22
3344,LINDALE H S,16,16
3345,TROUP H S,29,20
3346,ROBERT E LEE H,40,38
3347,JOHN TYLER H S,57,55
3348,WHITEHOUSE H S,28,24
3349,CHAPEL HILL H S,37,37
3350,CHAPEL HILL H S,37,37
3351,CHAPEL HILL H S,27,37
3352,CHAPEL HILL H S,27,37
3353,WINONA H S,53,43
3354,BRAZOS RIVER CH,60,50
3355,GLEN ROSE H S,20,15
3356,RIO GRANDE CITY,59,52
3357,RIO GRANDE CITY,59,54
3358,RIO GRANDE CITY,62,52
3359,RIO GRANDE CITY,62,54
3360,PREPARATORY FOR,24,21
3361,SAN ISIDRO H S,27,19
3362,ROMA H S,53,46
3363,BRECKENRIDGE H,55,45
3364,STERLING CITY H,35,37
3365,ASPERMONT H S,36,21
3366,SONORA H S,42,27
3367,HAPPY H S,25,21
3368,TULIA H S,51,49
3369,KRESS H S,59,45
3370,TREETOPS SCHOOL,4,0
3371,FORT WORTH ACAD,7,5
3372,WESTLAKE ACADEM,1,4
3373,NEWMAN INTERNAT,25,21
3374,NEWMAN INTERNAT,25,21
3376,NEWMAN INTERNAT,36,21
3377,NEWMAN INTERNAT,36,21
3379,HIGH POINT ACAD,22,21
3380,ARLINGTON H S,42,37
3381,SAM HOUSTON H S,60,60
3382,MARTIN H S,25,24
3383,MARTIN H S,25,85
3384,MARTIN H S,79,24
3385,MARTIN H S,79,85
3386,VENTURE ALTER H,74,79
3387,ARLINGTON COLLE,4,2
3388,HALTOM H S,46,45
3389,RICHLAND H S,33,34
3390,BIRDVILLE H S,31,27
3391,SHANNON H S,92,85
3392,EVERMAN H S,43,47
3393,EVERMAN ACADEMY,80,54
3394,CARTER-RIVERSID,67,58
